base_final_tacc,learn_final_tacc,gate_final_tacc,sig_final_tacc,ars_final_tacc,gate_final_perstate,sig_final_perstate,ars_final_perstate,cv_base_pre,cv_gate_pre,cv_sig_pre,cv_ars_pre,cv_base_post,cv_gate_post,cv_sig_post,cv_ars_post,base_recovery_t,gate_recovery_t,sig_recovery_t,ars_recovery_t,base_recovery_frac,gate_recovery_frac,sig_recovery_frac,ars_recovery_frac,mi_gate_pre,mi_sig_pre,mi_gate_post,mi_sig_post,cre_gate,cre_sig,cre_ars,gate_mean_overall,sig_mean_overall,ars_gate_mean_overall,distress_mean_overall,contra_spike,gate_spike,sig_spike,grid_div_gate,grid_div_sig,grid_div_ars,stable_std,stable_gate,stable_sig,stable_ars,rule_entropy_pre,rule_entropy_post,rule_dominance_pre,rule_dominance_post,rule_migration_magnitude,rule_pref_stability,rule_adaptation_lag,rule_recovery_advantage,regional_specialisation,total_switches,switch_rate_post,rule_frac_A_post,rule_frac_B_post,rule_frac_C_post,rule_frac_D_post,rule_frac_A_pre,rule_frac_B_pre,rule_frac_C_pre,rule_frac_D_pre,mi_ruleA_post,mi_ruleB_post,mi_ruleC_post,mi_ruleD_post,v7_final_tacc,v7_final_perstate,cv_v7_pre,cv_v7_post,v7_recovery_t,v7_recovery_frac,v7_gate_mean_overall,grid_div_v7,stable_v7,v7_entropy_pre,v7_entropy_post,v7_dominance_pre,v7_dominance_post,v7_rule_migration_magnitude,v7_regional_specialisation,v7_alpha_mean_pre,v7_alpha_mean_post,v7_beta_mean_pre,v7_beta_mean_post,v7_uncertainty_pre,v7_uncertainty_post,v7_attention_entropy_pre,v7_attention_entropy_post,v7_wm_pred_acc_post,v7_total_switches,v7_switch_rate_post,v7_total_migrations,v7_migration_rate_post,v7_frac_A_post,v7_frac_B_post,v7_frac_C_post,v7_frac_D_post,mi_v7ruleA_post,mi_v7ruleB_post,mi_v7ruleC_post,mi_v7ruleD_post,v7_runtime_frac,ars_runtime_frac,v7_runtime_per_ars
0.6005195379257202,0.6183953285217285,0.6025437712669373,0.6024578213691711,0.602623462677002,0.7407359480857849,0.7386675477027893,0.7369717359542847,0.08871896524923821,0.03973664821538404,0.029658719456679722,0.019124317142492898,0.011613955253317956,0.005087877373085714,0.004222494291472581,0.016443310213064017,158.14891052246094,126.1670150756836,122.13544464111328,139.7515411376953,0.6489177489177489,0.8802521008403361,0.910126582278481,0.8928771733034212,41.50987648189065,32.05526658637263,5.044488911792204,3.4144788544798983,117.0,118.0,143.0,0.28583400000000003,0.297922,0.347446,0.21071107141673565,0.01850400000000002,-0.06640000000000001,-0.043800000000000006,0.5132,0.4924,0.4844,0.1736,0.8016,0.8296,0.756,1.9857036352157593,1.979186463356018,0.29960000000000003,0.32264000000000004,0.0750398337841034,0.003680000000000017,200.0,-17.61609649658203,0.01062618289142847,7212.0,35.14,0.23728004097938538,0.3226398825645447,0.20840010046958923,0.23167993128299713,0.2623201310634613,0.29959985613822937,0.2208799570798874,0.21720007061958313,2.29638272304721,2.366731205111035,5.899969658902599,3.466893732921252,0.6024507880210876,0.7375079989433289,0.01737416695062506,0.011629826606037426,137.05322265625,0.8809808612440191,0.33907,0.516,0.7744,1.9750075340270996,1.830470657348633,0.29104,0.4183200000000001,0.30143994092941284,0.009936985559761524,1.8340749740600586,2.994608497619629,1.309637761116028,1.7023370742797852,0.05860864669084549,0.04088037312030792,0.9972999811172485,0.9928920269012451,0.9313190412521363,7307.0,36.42,4113.0,20.5,0.30935990810394287,0.4183198809623718,0.12792007625102997,0.14440007507801056,2.7411882466993767,2.2631772253902507,1.3386943702736334,5.867650645894582,,,
0.6001155972480774,0.6164765357971191,0.6021875143051147,0.6017562747001648,0.6021554470062256,0.7318140864372253,0.7271394729614258,0.7281824946403503,0.12451349486186059,0.03433432354205711,0.03586278650078286,0.030312335314057533,0.012855667318037613,0.0021337533538470844,0.0018738846539450948,0.018050302818551182,165.2865753173828,122.13264465332031,120.84788513183594,139.9813232421875,0.6158826068191627,0.9019607843137255,0.9140211640211641,0.8931698774080561,41.98719997140285,36.32394317850774,1.605422738692983,3.297675998535948,127.0,127.0,149.0,0.28700200000000003,0.303684,0.344424,0.20967091456055642,-0.08273599999999998,-0.03811999999999999,-0.04872000000000004,0.4904,0.4772,0.49,0.1908,0.7972,0.8408,0.7504,1.9848825216293335,1.9784415006637572,0.2964,0.32176000000000005,0.08160001039505005,0.005920000000000014,200.0,-19.133438110351562,0.0143439881503582,7155.0,35.34,0.2431998997926712,0.32175999879837036,0.20343996584415436,0.2315998524427414,0.269839882850647,0.29568004608154297,0.21760016679763794,0.2168799787759781,1.799472399226056,-0.19341878399936469,4.145976856233953,4.830367137023646,0.6021820306777954,0.7306055426597595,0.023098639679518876,0.007794459935815853,134.2508544921875,0.8766278272789582,0.34191000000000005,0.5088,0.7912,1.9701452016830445,1.796050524711609,0.29984,0.43776,0.34527984261512756,0.01078924909234047,1.8362813949584962,2.9887178421020506,1.3111565589904786,1.6966054916381836,0.05855202674865723,0.041123796999454496,0.9972718596458435,0.993095588684082,0.9395921599864959,7355.0,36.26,4158.0,20.76,0.31040000915527344,0.43775978684425354,0.12352007627487183,0.12832002341747284,7.348853821494802,1.5045438937836757,4.115660319883756,1.9197446909256388,,,
0.5996086001396179,0.6165367364883423,0.602874219417572,0.6017593741416931,0.6026328206062317,0.7385808825492859,0.7291468977928162,0.730331540107727,0.21531939386508403,0.026315328114799877,0.021475011871716528,0.011600900275788256,0.020889355576586704,0.0055126303510854655,0.004141527865984699,0.017347955465476402,164.7935028076172,115.57880401611328,119.70516204833984,136.87167358398438,0.6177489177489177,0.9442119944211994,0.9375,0.9004893964110929,25.135122239100852,27.18003356523009,2.7893627978287787,6.447887031474801,126.0,125.0,149.0,0.30634999999999996,0.309704,0.338266,0.19703230448067188,-0.08471999999999999,-0.0676799999999999,-0.051879999999999926,0.4892,0.5048,0.4996,0.1648,0.8,0.8524,0.7468,1.9816171884536744,1.9729369163513184,0.30328000000000005,0.33536,0.09936004877090454,0.006079999999999997,200.0,-17.16651153564453,0.011462390422821045,7167.0,35.44,0.2161601036787033,0.33535993099212646,0.2179199457168579,0.2305600494146347,0.26055991649627686,0.302560031414032,0.22320014238357544,0.21367990970611572,-0.5580291326384874,-3.3775749395992363,-3.642215254053381,0.27390262491910083,0.6017671823501587,0.7296243906021118,0.01461880001578765,0.01169335519354161,133.2629852294922,0.8941629249518922,0.34317,0.5112,0.7924,1.9728841066360474,1.8353954315185548,0.2924800000000001,0.41928,0.3062402606010437,0.013961086049675941,1.830722951889038,2.9873044967651365,1.3212986946105958,1.7105318784713746,0.05863162577152252,0.04092906564474106,0.9974314928054809,0.9930027723312378,0.9329651176929474,7394.0,36.66,4150.0,20.7,0.3052002191543579,0.41928017139434814,0.1351199746131897,0.14040008187294006,-0.4643036008914903,4.508668050978989,3.6942215157213023,7.935093167218192,,,
0.5988336205482483,0.6147406101226807,0.6033718585968018,0.6023070216178894,0.6030828356742859,0.7371333837509155,0.7305876016616821,0.7303534150123596,0.21750013098595303,0.031305315142227945,0.024168264941408127,0.016515692546738927,0.011301322720009045,0.004949284821096314,0.0031872868215113296,0.015845608409646873,161.26275634765625,121.43184661865234,120.97347259521484,140.289794921875,0.5819158460161146,0.9360675512665863,0.9257294429708223,0.8885432866770347,32.706496453106716,30.344413524361194,2.65053878778089,5.72410668177328,130.0,127.0,152.0,0.303806,0.300238,0.33751600000000004,0.20120442971587182,-0.022279999999999994,-0.05663999999999997,-0.04835999999999996,0.516,0.5156,0.5104,0.2296,0.7524,0.8216,0.6936,1.9744369268417359,1.9665007829666137,0.31439999999999996,0.3423999999999999,0.15728001296520233,0.010400000000000008,200.0,-19.316322326660156,0.01262199878692627,7166.0,36.02,0.22504007816314697,0.34240004420280457,0.19783993065357208,0.2347198873758316,0.28688010573387146,0.29976004362106323,0.21464002132415771,0.19871999323368073,2.1627725129025452,4.655788413186701,-0.756933102604317,5.234085150790958,0.6016140580177307,0.7283430695533752,0.02531433101144083,0.012138459283829424,138.55319213867188,0.8843085106382979,0.33549799999999996,0.5032,0.7836,1.9715652227401734,1.8123344659805298,0.29455999999999993,0.4211200000000001,0.32127976417541504,0.013636515475809574,1.8306533813476562,2.9923823833465577,1.3139178991317748,1.6882830381393432,0.05862859189510346,0.04087456315755844,0.9973954677581787,0.9926995754241943,0.9336865651607513,7315.0,36.74,4143.0,20.76,0.3200799822807312,0.4211199879646301,0.1290399581193924,0.1297600418329239,5.310012498142672,4.176167837471007,2.421602110379973,7.598086161623646,,,
0.5989062786102295,0.6153500080108643,0.6021023392677307,0.6017476320266724,0.6021273732185364,0.7356336116790771,0.7271531224250793,0.7288717031478882,0.07361911624235838,0.033607505176477974,0.031382294590107905,0.021332721692122237,0.012343300255099887,0.004854878333874195,0.004061908989616076,0.01830084918070625,164.08596801757812,125.38287353515625,122.58716583251953,142.0974884033203,0.578173719376392,0.8979848866498741,0.9163179916317992,0.8734321550741163,42.90319288663081,22.4076913552359,3.5094536086690544,2.8334089488360767,132.0,138.0,156.0,0.29545,0.316706,0.35017000000000004,0.1958985086530447,0.013352000000000003,-0.029880000000000018,-0.05679999999999985,0.5,0.5132,0.4984,0.1708,0.8108,0.8628,0.7708,1.9864075660705567,1.9789683818817139,0.30448000000000003,0.3242399999999999,0.07840046286582947,0.005919999999999991,200.0,-19.51032257080078,0.015742328017950058,7338.0,36.34,0.23047997057437897,0.32423996925354004,0.2131999135017395,0.2320801317691803,0.2505599856376648,0.30447980761528015,0.23232010006904602,0.21264003217220306,-1.425246775783298,-0.24353699282824415,-0.9785519917516151,2.4555682834748924,0.6015710830688477,0.7292751669883728,0.014660972912586303,0.011549742177084274,137.7659912109375,0.8839815425181279,0.33607,0.504,0.8104,1.972753357887268,1.8267661571502685,0.30208000000000007,0.42504,0.3031998872756958,0.02044655941426754,1.8329814434051515,3.006674957275391,1.3180566549301147,1.6786671876907349,0.05854547619819641,0.040754522383213046,0.9973670363426208,0.9926592588424683,0.9375036787986756,7288.0,36.82,4147.0,20.74,0.3036000430583954,0.4250398576259613,0.14448004961013794,0.12688006460666656,1.390808359572144,3.441824265542231,-1.3563032716241095,0.27534551889562825,,,
0.599135160446167,0.6141312718391418,0.6027968525886536,0.6024234294891357,0.6022523641586304,0.7361622452735901,0.7279911637306213,0.7293984293937683,0.09980040779634623,0.033063237136825734,0.03491969961120961,0.019110342962431425,0.02144106809578878,0.0030242084363755503,0.0030824621692538677,0.018585619976209496,167.30775451660156,126.11139678955078,125.17159271240234,140.67300415039062,0.5922840859272249,0.9206145966709347,0.9367088607594937,0.8908202064095601,27.162622041411417,27.697982160931552,4.33509319539799,4.73338528052246,145.0,136.0,156.0,0.30782000000000004,0.30597799999999997,0.33084199999999997,0.20075309850275516,-0.013567999999999997,-0.05404000000000003,-0.07447999999999999,0.4856,0.4928,0.4776,0.2496,0.7804,0.832,0.7472,1.9819045066833496,1.9728168964385986,0.30823999999999996,0.33248,0.07312047481536865,0.00975999999999999,200.0,-15.501411437988281,0.01182828564196825,7228.0,35.62,0.23784002661705017,0.332480251789093,0.20175988972187042,0.22791993618011475,0.2629599869251251,0.3082398772239685,0.21320001780986786,0.215599924325943,2.930517354636357,-0.8554222993637748,3.5531557617625107,0.09678750421696934,0.6023218631744385,0.7314492464065552,0.019885575323302086,0.011557169176912824,135.38490295410156,0.8796807857581338,0.33248,0.5012,0.7708,1.9697868347167968,1.820260190963745,0.30304000000000003,0.42144000000000004,0.30144017934799194,0.015776868909597397,1.837204933166504,3.0136208057403566,1.3041310071945191,1.6996453523635864,0.05859899967908859,0.04073376432061195,0.9973141431808472,0.9928995609283447,0.929560159444809,7323.0,36.3,4184.0,20.58,0.3140800893306732,0.4214400053024292,0.12872007489204407,0.13575997948646545,6.14439625737194,-2.5068911434947476,-1.255465880393347,4.700934926272355,,,
0.6004703044891357,0.6198461055755615,0.6026710867881775,0.6028242111206055,0.6030687689781189,0.734325110912323,0.7311413288116455,0.7266855835914612,0.10497678819046909,0.012861153744389495,0.012784024540898832,0.022613522711673325,0.013640027810216122,0.004537246328935776,0.0028932043873050924,0.01709422332050901,160.5613555908203,126.58887481689453,122.69318389892578,140.353515625,0.6166231505657093,0.9118046132971506,0.9191919191919192,0.8827027027027027,20.219310477253895,19.503584024207306,3.3568858512157367,-2.778621007842276,121.0,117.0,138.0,0.319876,0.30561200000000005,0.342522,0.19605593129992485,0.016583999999999988,-0.042679999999999996,-0.04303999999999997,0.4924,0.4864,0.534,0.1312,0.7984,0.802,0.7096,1.9732935905456543,1.9761488914489747,0.31623999999999997,0.32832000000000006,0.08032010495662689,0.005440000000000001,200.0,-17.66033172607422,0.014494087547063828,7176.0,36.2,0.2313600480556488,0.3283199071884155,0.20727993547916412,0.23304004967212677,0.2694402039051056,0.316240131855011,0.20935994386672974,0.20495988428592682,-5.268674581130145,-2.2940011587101745,-1.8984055250679142,4.2245521729678455,0.6020718812942505,0.7266579866409302,0.012446639543226206,0.013171763145220897,136.34609985351562,0.8856613102595797,0.345874,0.4828,0.77,1.9643805980682374,1.818620753288269,0.30296,0.42303999999999997,0.28335973620414734,0.014694160781800747,1.8322489738464356,2.9985265731811523,1.3225775241851807,1.7178273916244506,0.058617644011974335,0.04083906337618828,0.9974533081054687,0.9930801749229431,0.9327895987033844,7340.0,36.78,4155.0,20.68,0.3135201930999756,0.4230400025844574,0.12839993834495544,0.1350400596857071,8.050826810486251,-0.25830067687014596,1.5807369255697685,6.344903225052512,,,
0.6001468896865845,0.6208617091178894,0.602678120136261,0.6021671891212463,0.6028562784194946,0.7371408939361572,0.7341485023498535,0.7317792773246765,0.09232697786667614,0.022111146770273888,0.028667296398600446,0.028979320192974514,0.006761735043612602,0.0029552296599031857,0.0027065069710404334,0.020134855715781223,159.7249298095703,119.37553405761719,121.43522644042969,141.55462646484375,0.5700090334236676,0.9544807965860598,0.9519650655021834,0.8760504201680672,22.271535041455294,22.01361478621024,5.211609503675289,1.3492869572991615,109.0,106.0,103.0,0.313798,0.313152,0.34161400000000003,0.19865596562623977,0.09966399999999997,-0.041200000000000014,-0.07139999999999996,0.4948,0.496,0.484,0.0956,0.8,0.8476,0.7048,1.9762614965438843,1.9796906471252442,0.30791999999999997,0.32287999999999994,0.0956805944442749,0.0038399999999999992,200.0,-20.119400024414062,0.013187777251005173,7245.0,36.54,0.23111997544765472,0.32288023829460144,0.21368007361888885,0.23232005536556244,0.273120254278183,0.3079197406768799,0.21951989829540253,0.19944006204605103,-0.5586693809334764,0.9717096395407645,1.3665807216380643,3.9535872201769426,0.6010843515396118,0.7291671633720398,0.01612882140589105,0.008876062271422036,133.7340850830078,0.8852344296710987,0.33393999999999996,0.512,0.8144,1.9708023548126221,1.8246678829193115,0.29496,0.42,0.3012799024581909,0.009941082447767258,1.8379841804504395,2.9935153484344483,1.3069400310516357,1.6882051944732666,0.05852127522230148,0.04085506573319435,0.9972768783569336,0.9926773071289062,0.9410566425323487,7382.0,37.22,4143.0,20.72,0.3131200969219208,0.4200000464916229,0.13136009871959686,0.1355200558900833,1.6229822072760771,7.486822796866266,-1.8076254816615085,6.654867344463237,,,
0.6000632643699646,0.6173906326293945,0.6023484468460083,0.6021140813827515,0.6020195484161377,0.7409694194793701,0.7365925908088684,0.7293931245803833,0.08740098793504619,0.03901417059671531,0.03181215600378234,0.04201259746239377,0.013472509119795004,0.0054222591443523985,0.002792333294664994,0.017137170451641676,159.7542266845703,125.88214111328125,129.9166717529297,139.78347778320312,0.6348241424229266,0.8785714285714286,0.9069264069264069,0.8892561983471075,42.42943985602171,42.2709830624112,4.470641253418012,10.056962873730354,118.0,122.0,143.0,0.284578,0.300498,0.33357,0.21567958652973174,-0.002239999999999992,-0.04059999999999997,-0.0643200000000001,0.482,0.4844,0.5136,0.1868,0.8256,0.842,0.7508,1.986109209060669,1.9740323305130005,0.29591999999999996,0.33176,0.08560000360012054,0.013279999999999981,200.0,-9.866806030273438,0.011314945295453072,7175.0,35.54,0.22359992563724518,0.3317599594593048,0.20864003896713257,0.23600012063980103,0.26576003432273865,0.2959199845790863,0.20927996933460236,0.22904013097286224,0.053904488208387384,-0.3203100012699753,-3.114015163086841,-0.6600427036854286,0.6012367010116577,0.7322072982788086,0.030511471086717565,0.009085732723370443,136.30941772460938,0.8880842659644503,0.320396,0.4876,0.836,1.97108952999115,1.8194361448287963,0.29664,0.4232000000000001,0.2993603050708771,0.02040841430425644,1.8389844655990601,3.023906183242798,1.2944219350814818,1.6586174964904785,0.058566293120384215,0.040591456741094586,0.9971676945686341,0.9924426436424255,0.9387977600097657,7349.0,36.88,4150.0,20.5,0.3097600042819977,0.42320001125335693,0.11527998745441437,0.15175996720790863,-0.22149313962602385,1.270894058067774,2.773639421302114,0.09817532771491448,,,
0.5998304486274719,0.6162968873977661,0.6023140549659729,0.6017460823059082,0.6020047068595886,0.7383129596710205,0.7313818335533142,0.7284377217292786,0.13859431685189214,0.03645569243987245,0.02495003689714109,0.0159492778509029,0.019405091459111755,0.0027070495132588287,0.004335577287196095,0.01961657133837996,164.2752227783203,127.11592102050781,119.6820297241211,138.528564453125,0.6387068588903452,0.9180834621329211,0.9400921658986175,0.8946200776483638,23.73289817052757,24.730694305973298,5.9837592366193455,-0.46145005993452637,132.0,131.0,153.0,0.316118,0.31114800000000004,0.34531,0.1958778527379036,-0.02488000000000004,-0.055879999999999985,-0.07784000000000002,0.5072,0.492,0.5108,0.1852,0.8332,0.864,0.762,1.9782442569732666,1.9840604305267333,0.31216,0.31224,0.07408030331134796,0.004479999999999995,200.0,-18.846534729003906,0.017639275640249252,7159.0,34.88,0.23847994208335876,0.3122401833534241,0.21063990890979767,0.23863984644412994,0.2664799988269806,0.312159925699234,0.2196800410747528,0.201679989695549,2.73326382896188,0.23587167024460284,1.446142115041538,-0.501594913991588,0.6013296842575073,0.729645311832428,0.02028222261583587,0.010682354576847197,136.8893585205078,0.8865546218487395,0.342118,0.4936,0.826,1.970421051979065,1.8055374145507812,0.29503999999999997,0.44136,0.32000020146369934,0.010839799419045448,1.8263473033905029,3.0021809577941894,1.3244510412216186,1.6977364540100097,0.058642256259918216,0.04075250998139381,0.9974284768104553,0.9927763104438782,0.9393257629871369,7329.0,36.42,4141.0,20.58,0.29831987619400024,0.4413602948188782,0.1260000318288803,0.13432005047798157,6.459052991045923,3.2575741531471714,1.9748159767806828,2.9800519154501477,,,
