run,seed,base_final_tacc,learn_final_tacc,gate_final_tacc,base_final_perstate,learn_final_perstate,gate_final_perstate,cv_base_pre,cv_gate_pre,cv_base_post,cv_gate_post,cv_gate_pre_minus_base,cv_gate_post_minus_base,collapse_base,collapse_gate,gate_pre_mean,gate_post_mean,gate_spike,gate_mean_overall,grid_divergence,contra_spike,contra_pre_mean,contra_post_mean,base_recovery_t,learn_recovery_t,gate_recovery_t,base_recovery_frac,learn_recovery_frac,gate_recovery_frac,gate_final_coverage,stable_fraction_std,stable_fraction_gate,mean_contra_rate
21,62,0.5999187231063843,0.6197953224182129,0.5998109579086304,0.6650205850601196,0.8303834795951843,0.7192056775093079,0.0846989553859919,0.025592251021216,0.0100664900258605,0.0032557399578174,-0.0591067043647759,-0.006810750068043,0.0,0.0,0.4964,0.4373600000000001,-0.0590399999999999,0.326762,0.5032,0.06148,0.27252,0.334,158.8074188232422,133.4283905029297,118.57691955566406,0.6192139737991267,0.8816593886462882,0.9423076923076924,0.0589109361171722,0.1992,0.9556,0.282478
22,63,0.599163293838501,0.617257833480835,0.6001304984092712,0.6629671454429626,0.8209404349327087,0.7246417999267578,0.1254578040984939,0.0097948820734449,0.019978746615253,0.0064714952016279,-0.115662922025049,-0.013507251413625,0.0,0.0,0.52648,0.45664,-0.0698399999999999,0.352702,0.4748,0.0216399999999999,0.17032,0.19196,164.4544677734375,143.4771270751953,125.41583251953124,0.6032874278098623,0.8471790315415371,0.9230769230769232,0.0592437498271465,0.2364,0.9528,0.258794
23,64,0.5991906523704529,0.6192187666893005,0.5997664332389832,0.6563076972961426,0.825996458530426,0.7196455001831055,0.1627810565574805,0.0074714836005282,0.0124983722898971,0.0109748548371013,-0.1553095729569522,-0.0015235174527957,0.0,0.0,0.4852799999999999,0.42664,-0.0586399999999999,0.34323,0.4952,0.01016,0.24176,0.25192,161.74459838867188,138.31219482421875,131.45925903320312,0.5852047556142669,0.8494055482166446,0.9160493827160494,0.058683592826128,0.1632,0.9504,0.285314
24,65,0.5993375182151794,0.6165679693222046,0.5995351672172546,0.6725381016731262,0.8257080912590027,0.7285241484642029,0.0998656777752154,0.0259636308558694,0.0172814280718223,0.0017555123919171,-0.073902046919346,-0.0155259156799051,0.0,0.0,0.4734,0.4276799999999999,-0.04572,0.326024,0.4916,0.06464,0.2278,0.29244,159.9857177734375,135.22630310058594,126.29403686523438,0.6140199048031155,0.8706187797490264,0.924503311258278,0.0562359392642974,0.2756,0.964,0.247172
25,66,0.5998554825782776,0.6183781027793884,0.5994203090667725,0.6622191667556763,0.8147817254066467,0.7187333703041077,0.1799767149846848,0.0142715015122699,0.015832559274698,0.0028977860684721,-0.1657052134724149,-0.0129347732062258,0.0,0.0,0.4847600000000001,0.42532,-0.05944,0.333286,0.5044,0.0058,0.16068,0.16648,165.76820373535156,145.05169677734375,126.779052734375,0.6148211977595864,0.8616975441619992,0.9246487867177522,0.0572664067149162,0.1748,0.954,0.263316
26,67,0.6008148193359375,0.6219664216041565,0.5997164249420166,0.6671419143676758,0.8354689478874207,0.7239698171615601,0.1776707521098913,0.0118051025826468,0.012320433112928,0.0032335667176552,-0.1658656495272445,-0.0090868663952727,0.0,0.0,0.4923599999999999,0.43632,-0.0560399999999999,0.31608,0.5296,0.0886799999999999,0.22328,0.3119599999999999,159.06260681152344,133.74827575683594,124.36817932128906,0.6528497409326425,0.901986183074266,0.9306818181818182,0.0581382811069488,0.1556,0.9572,0.301402
27,68,0.5999171733856201,0.6203429698944092,0.5996164083480835,0.6639115810394287,0.8301160335540771,0.7211936712265015,0.1073611326047364,0.0100270977046125,0.0050517954599324,0.0060542851560847,-0.0973340349001238,0.0010024896961522,0.0,0.0,0.49984,0.4328,-0.0670399999999999,0.3416339999999999,0.49,0.11256,0.295,0.40756,157.60836791992188,130.92555236816406,119.92195129394533,0.6013215859030837,0.8700440528634361,0.9365853658536586,0.0583789050579071,0.1868,0.9464,0.30086
28,69,0.5985281467437744,0.6141117215156555,0.6003156304359436,0.669776201248169,0.815497636795044,0.7312299013137817,0.1504864879635749,0.0111886079741862,0.0135350468985164,0.0047739794951926,-0.1392978799893887,-0.0087610674033238,0.0,0.0,0.50588,0.453,-0.0528799999999999,0.3337059999999999,0.5088,0.0197199999999999,0.13808,0.1578,163.98143005371094,143.93896484375,124.50228118896484,0.6076957098628926,0.8487394957983193,0.928082191780822,0.0592929683625698,0.2868,0.9516,0.223604
29,70,0.6000078320503235,0.6208562254905701,0.5997359156608582,0.6598045825958252,0.8324497938156128,0.7217174768447876,0.1144394699769548,0.0217159483488352,0.0104142917859016,0.0087736595632632,-0.0927235216281195,-0.0016406322226383,0.0,0.0,0.51504,0.4465599999999999,-0.0684800000000001,0.348678,0.4924,0.0154,0.2833199999999999,0.29872,161.32894897460938,135.82192993164062,128.2570037841797,0.5956140350877193,0.8719298245614036,0.933008526187576,0.0585304684937,0.1152,0.9688,0.295662
30,71,0.6007726788520813,0.6212765574455261,0.6004312634468079,0.6662383079528809,0.8307005763053894,0.7254973649978638,0.1066121067616522,0.0132339529788178,0.0129282691404464,0.0034215924574186,-0.0933781537828344,-0.0095066766830278,0.0,0.0,0.5041599999999999,0.45436,-0.0497999999999999,0.350626,0.4928,0.03304,0.21604,0.24908,160.04595947265625,137.784912109375,121.3106918334961,0.6405030355594102,0.8759757155247181,0.9465478841870824,0.0607734359800815,0.1592,0.9528,0.305618
31,72,0.5995023250579834,0.6197164058685303,0.6008281111717224,0.6584155559539795,0.8285265564918518,0.724208414554596,0.1761332322673325,0.014391819177276,0.01555759181306,0.0041836179500561,-0.1617414130900565,-0.0113739738630039,0.0,0.0,0.53468,0.4520799999999999,-0.0826000000000001,0.357098,0.4992,0.06432,0.20292,0.26724,160.32089233398438,135.28094482421875,123.1038055419922,0.6070343030829353,0.8823273990447242,0.9515570934256056,0.0627117156982421,0.1404,0.9292,0.289004
32,73,0.5983437299728394,0.6150804758071899,0.600347638130188,0.6623603105545044,0.8170907497406006,0.7231452465057373,0.0878700183482534,0.0204926372919713,0.0115578510298834,0.0028993034843556,-0.0673773810562821,-0.0086585475455278,0.0,0.0,0.50532,0.4349599999999999,-0.07036,0.337238,0.4984,0.0358,0.19196,0.22776,162.1902618408203,139.43096923828125,127.56916046142578,0.581858407079646,0.8482300884955752,0.909297052154195,0.0614539049565792,0.2736,0.944,0.247778
33,74,0.5999187231063843,0.6173750162124634,0.5999773144721985,0.6709969639778137,0.8211234211921692,0.721587598323822,0.0799159447237964,0.0154998189274922,0.0153480643488006,0.0043066149801102,-0.0644161257963041,-0.0110414493686904,0.0,0.0,0.55024,0.4608,-0.0894399999999999,0.3536399999999999,0.5184,0.0104799999999999,0.18452,0.1949999999999999,161.22317504882812,139.6071014404297,118.7596435546875,0.6442924326635314,0.8854211201368106,0.9495548961424332,0.0597843751311302,0.2064,0.946,0.256904
34,75,0.6007968783378601,0.6218648552894592,0.6001531481742859,0.6631352305412292,0.8268933296203613,0.7278460264205933,0.2181670870596101,0.0176900194463701,0.0127275534387669,0.0037697941791385,-0.2004770676132399,-0.0089577592596283,0.0,0.0,0.49276,0.43372,-0.0590399999999999,0.345148,0.5056,0.0265999999999999,0.19288,0.2194799999999999,162.61203002929688,140.689453125,123.60250854492188,0.6353806228373703,0.8719723183391004,0.9430523917995444,0.059045311063528,0.1836,0.9496,0.30059
