run,seed,base_final_tacc,learn_final_tacc,gate_final_tacc,sig_final_tacc,gate_final_perstate,sig_final_perstate,cv_base_pre,cv_gate_pre,cv_sig_pre,cv_base_post,cv_gate_post,cv_sig_post,base_recovery_t,gate_recovery_t,sig_recovery_t,base_recovery_frac,gate_recovery_frac,sig_recovery_frac,mi_gate_pre,mi_sig_pre,mi_gate_post,mi_sig_post,cre_base,cre_gate,cre_sig,gate_mean_overall,sig_mean_overall,distress_mean_overall,contra_spike,gate_spike,sig_spike,grid_div_gate,grid_div_sig,stable_std,stable_gate,stable_sig
24,65,0.5993375182151794,0.6165679693222046,0.6011132597923279,0.6006484627723694,0.7435441613197327,0.7351329922676086,0.09986567777521549,0.020831610236023756,0.02231522862651967,0.017281428071822317,0.002269229481493683,0.013318793140351753,159.9857177734375,120.61127471923828,136.59934997558594,0.6140199048031155,0.9479768786127167,0.8864628820960698,25.956178929757275,41.40650081847538,-0.9707461278416563,7.614114612705965,162.0,131.0,128.0,0.322632,0.30911600000000006,0.21352178744971753,0.06464000000000003,-0.05164000000000002,-0.07203999999999999,0.5148,0.4824,0.2756,0.9268,0.9276
25,66,0.5998554825782776,0.6183781027793884,0.6005547046661377,0.6005187630653381,0.7298610210418701,0.7248371839523315,0.17997671498468487,0.0235331872783261,0.008572178239466596,0.015832559274698066,0.002909750499382322,0.005792970430784658,165.76820373535156,126.59617614746094,127.51183319091797,0.6148211977595864,0.9171974522292994,0.9352428393524284,38.06082441197882,25.258600408931226,-0.5847415187090319,2.9657933470733506,101.0,149.0,154.0,0.327626,0.34532399999999996,0.18121120147407055,0.0058,-0.04871999999999993,-0.03555999999999998,0.486,0.49,0.1748,0.9164,0.92
26,67,0.6008148193359375,0.6219664216041565,0.6013500094413757,0.6012070178985596,0.7371776103973389,0.7346779704093933,0.17767075210989136,0.03441512190446161,0.021713196287468817,0.012320433112928087,0.003412536212040961,0.0034798703289595652,159.06260681152344,126.650390625,127.30963897705078,0.6528497409326425,0.9089900110987791,0.8961646398503275,36.98283472550507,47.8715459531153,3.213761274921489,5.104127793397435,163.0,134.0,139.0,0.317698,0.315926,0.20854279816150664,0.08867999999999995,-0.051559999999999884,-0.04200000000000009,0.5032,0.534,0.1556,0.9152,0.9156
27,68,0.5999171733856201,0.6203429698944092,0.6013906002044678,0.5998530983924866,0.7332436442375183,0.7266249060630798,0.1073611326047364,0.019778176009300326,0.008490203290567922,0.005051795459932481,0.003386796072141656,0.0028494839391773937,157.60836791992188,126.30110168457031,124.97893524169922,0.6013215859030837,0.9197802197802197,0.9410112359550562,27.251588729696763,25.11046232597827,0.5319600617568417,5.871871981381557,149.0,121.0,116.0,0.337308,0.32832800000000006,0.18798797845840454,0.11256000000000005,-0.05132000000000003,-0.06,0.5328,0.5208,0.1868,0.8964,0.9252
28,69,0.5985281467437744,0.6141117215156555,0.601173460483551,0.6007890701293945,0.7409215569496155,0.7371597290039062,0.15048648796357492,0.037797012553203134,0.024258208758660527,0.013535046898516454,0.005892009894753967,0.012203566385578282,163.98143005371094,126.74168395996094,127.90543365478516,0.6076957098628926,0.9057649667405765,0.908695652173913,50.86947207762465,41.78280859220963,6.364511611314556,10.177043645584845,101.0,159.0,158.0,0.30758399999999997,0.31105400000000005,0.20658231265842913,0.01971999999999996,-0.03832000000000002,-0.049240000000000006,0.5024,0.5124,0.2868,0.9132,0.938
29,70,0.6000078320503235,0.6208562254905701,0.6006929874420166,0.6000937223434448,0.7335761189460754,0.730674147605896,0.11443946997695482,0.017827294034106912,0.011804039507161496,0.010414291785901668,0.004953129545954609,0.011494650940976674,161.32894897460938,124.71683502197266,133.0333709716797,0.5956140350877193,0.9285714285714286,0.8939213349225268,33.63398434216849,33.43793347843768,4.348624682928466,3.477872438751005,101.0,122.0,116.0,0.32722,0.325566,0.19843086980283262,0.015400000000000025,-0.04992000000000002,-0.06991999999999993,0.5088,0.4988,0.1152,0.912,0.938
30,71,0.6007726788520813,0.6212765574455261,0.6016437411308289,0.6009117364883423,0.7393146753311157,0.7298333048820496,0.10661210676165225,0.009442898472399378,0.02019654176257742,0.012928269140446478,0.009662748678981918,0.0033812743709382854,160.04595947265625,133.3779296875,127.48290252685547,0.6405030355594102,0.8855975485188968,0.8974358974358975,35.790195717356994,43.78769703155248,12.47110592615333,9.364204295656346,101.0,139.0,139.0,0.32519999999999993,0.33241200000000004,0.1914154004305601,0.033040000000000014,-0.0517200000000001,-0.05556000000000011,0.5036,0.52,0.1592,0.8988,0.9196
31,72,0.5995023250579834,0.6197164058685303,0.6006640791893005,0.600753903388977,0.7297526001930237,0.7307878136634827,0.17613323226733252,0.02028438730041728,0.012525468522862383,0.01555759181306007,0.002980637992826836,0.0023878798409384854,160.32089233398438,122.15314483642578,125.4154052734375,0.6070343030829353,0.9319371727748691,0.9183197199533255,35.1552793322901,25.246024335248165,0.13518877033612856,8.262645550793634,162.0,141.0,143.0,0.322774,0.333996,0.1914085227996111,0.06432000000000004,-0.03587999999999997,-0.03952,0.4736,0.4924,0.1404,0.9096,0.9192
32,73,0.5983437299728394,0.6150804758071899,0.6017047166824341,0.6008265614509583,0.7382597923278809,0.7340704202651978,0.08787001834825345,0.04522066812732225,0.027826649828466964,0.011557851029883472,0.002464121740866815,0.0015158811811336536,162.1902618408203,124.42194366455078,124.68913269042969,0.581858407079646,0.9187763713080169,0.9408528198074277,44.96898284445504,29.051692906634152,1.6248862226557403,4.177383597727013,101.0,147.0,142.0,0.318366,0.33055599999999996,0.19208507500588895,0.035800000000000026,-0.040080000000000005,-0.06663999999999998,0.5164,0.4956,0.2736,0.892,0.93
33,74,0.5999187231063843,0.6173750162124634,0.6010085940361023,0.6009679436683655,0.7336914539337158,0.7282601594924927,0.07991594472379641,0.01941564879521172,0.03484472296724704,0.015348064348800686,0.003186434554776477,0.004332985865222424,161.22317504882812,124.40853118896484,125.46964263916016,0.6442924326635314,0.9012345679012346,0.9553903345724907,36.15539952189485,26.08068345488045,-3.446184437721955,8.704161637171136,101.0,142.0,144.0,0.31414200000000003,0.34160799999999997,0.18382334619760513,0.01047999999999999,-0.02579999999999999,-0.06252000000000008,0.4928,0.4908,0.2064,0.9052,0.9092
