run,seed,base_final_tacc,learn_final_tacc,gate_final_tacc,base_final_perstate,learn_final_perstate,gate_final_perstate,cv_base_pre,cv_gate_pre,cv_base_post,cv_gate_post,cv_gate_pre_minus_base,cv_gate_post_minus_base,collapse_base,collapse_gate,gate_pre_mean,gate_post_mean,gate_spike,gate_mean_overall,grid_divergence,contra_spike,contra_pre_mean,contra_post_mean,base_recovery_t,learn_recovery_t,gate_recovery_t,base_recovery_frac,learn_recovery_frac,gate_recovery_frac,gate_final_coverage,stable_fraction_std,stable_fraction_gate,mean_contra_rate
41,82,0.6000312566757202,0.6199031472206116,0.6013992428779602,0.6633847951889038,0.8285280466079712,0.7343984246253967,0.07573912295770048,0.020871868471755272,0.008308968084427375,0.004630354331294166,-0.054867254485945205,-0.0036786137531332084,0.0,0.0,0.4734,0.4168,-0.056599999999999984,0.323426,0.5048,0.04052,0.3122,0.35272,158.70565795898438,131.78305053710938,130.61911010742188,0.611304347826087,0.8852173913043478,0.8709677419354839,0.06323906034231186,0.1708,0.8948,0.28972200000000004
42,83,0.5996265411376953,0.6191453337669373,0.6008164286613464,0.6617071032524109,0.8236216902732849,0.7318447828292847,0.12160451222606047,0.016993818193421786,0.00854522876980455,0.004118662882967272,-0.10461069403263869,-0.0044265658868372785,0.0,0.0,0.43832000000000004,0.41448,-0.023840000000000028,0.31546,0.4728,0.045999999999999985,0.27224,0.31823999999999997,160.99472045898438,135.572998046875,129.3748779296875,0.5958663148636764,0.8733509234828496,0.8877445932028837,0.06149062514305115,0.1936,0.9176,0.290418
43,84,0.6003960967063904,0.6220109462738037,0.6009218692779541,0.6604380011558533,0.834400475025177,0.7349284291267395,0.1548929565842728,0.030828920328384322,0.015797831665000452,0.002596401885857353,-0.12406403625588847,-0.0132014297791431,0.0,0.0,0.4692799999999999,0.42923999999999995,-0.040039999999999965,0.318996,0.4776,0.006079999999999974,0.26916,0.27524,159.63636779785156,135.90777587890625,124.88961791992188,0.6424825174825175,0.8911713286713286,0.9106438896189225,0.06113359332084656,0.1288,0.9076,0.30354200000000003
44,85,0.5986132621765137,0.6147719025611877,0.6005984544754028,0.6684295535087585,0.8177832961082458,0.7341634631156921,0.07165128494786642,0.01159427507524197,0.009876006388620323,0.003761401933607425,-0.06005700987262445,-0.006114604455012898,0.0,0.0,0.46132,0.41536000000000006,-0.045959999999999945,0.319098,0.5104,0.06248000000000001,0.18832000000000002,0.2508,161.37918090820312,138.23770141601562,126.44867706298828,0.5949033391915641,0.8484182776801406,0.9134948096885813,0.06046093627810478,0.2904,0.9204,0.24419599999999997
45,86,0.5999703407287598,0.6172773241996765,0.6006359457969666,0.6713826060295105,0.8155322074890137,0.7311443090438843,0.15027811740800906,0.024407966983692086,0.014734407840767504,0.006246943928562427,-0.12587015042431698,-0.008487463912205076,0.0,0.0,0.47892,0.43884,-0.040080000000000005,0.308706,0.5192,-0.011080000000000007,0.16244,0.15136,167.1365203857422,146.8014678955078,125.46652221679688,0.6111111111111112,0.8604651162790697,0.8984881209503239,0.06032500043511391,0.2432,0.9188,0.250588
46,87,0.6008609533309937,0.6213523149490356,0.6014328002929688,0.6674025654792786,0.8317912220954895,0.7379078269004822,0.1148095004982607,0.022960710904524638,0.01702041495313676,0.005377955354134727,-0.09184878959373607,-0.011642459599002035,0.0,0.0,0.45564,0.41568000000000005,-0.03995999999999994,0.309742,0.4888,0.035600000000000076,0.21647999999999995,0.25208,161.23983764648438,138.02203369140625,128.84182739257812,0.6648305084745763,0.9059322033898305,0.8991507430997877,0.06243593618273735,0.1372,0.9016,0.290326
47,88,0.5989968776702881,0.6163969039916992,0.6013070344924927,0.6672416925430298,0.8211411237716675,0.7373857498168945,0.11937923725363993,0.04813246721068566,0.012441470522911054,0.004044576772128836,-0.07124677004295427,-0.008396893750782218,0.0,0.0,0.49027999999999994,0.44956000000000007,-0.04071999999999987,0.316876,0.4628,0.044680000000000025,0.16595999999999997,0.21064,163.43472290039062,140.6785888671875,125.38356018066406,0.6118052563550194,0.8694528220594572,0.8926940639269406,0.062293749302625656,0.2724,0.9024,0.24375799999999997
48,89,0.5993124842643738,0.6169250011444092,0.6002945303916931,0.6653379201889038,0.82308030128479,0.7302954792976379,0.15533138055352497,0.031092602780096543,0.007857505767620728,0.0017266900813772878,-0.12423877777342843,-0.00613081568624344,0.0,0.0,0.47383999999999993,0.44304000000000004,-0.030799999999999883,0.311796,0.4832,0.10275999999999996,0.16916000000000003,0.27192,160.4791717529297,135.22872924804688,122.43467712402344,0.6111111111111112,0.875,0.9195979899497487,0.0596015639603138,0.2036,0.9156,0.25687
49,90,0.5998296737670898,0.6181992292404175,0.6016499996185303,0.6634723544120789,0.815237820148468,0.7331862449645996,0.2681730259276416,0.02894653470158754,0.04888459477149747,0.0034431400740579125,-0.23922649122605405,-0.04544145469743956,0.0,0.0,0.4854,0.44279999999999997,-0.04260000000000003,0.320176,0.5024,-0.005840000000000012,0.08592000000000001,0.08008,172.72271728515625,156.2874755859375,128.77450561523438,0.6157112526539278,0.8683651804670913,0.9051633298208641,0.06494609266519547,0.1412,0.8732,0.251
50,91,0.599790632724762,0.6193195581436157,0.601939857006073,0.6629514694213867,0.8277412056922913,0.741032063961029,0.20029194496636923,0.02220210790816943,0.013988423316262724,0.008149724995001504,-0.1780898370581998,-0.0058386983212612206,0.0,0.0,0.46812000000000004,0.4009600000000001,-0.06715999999999994,0.306028,0.5292,0.04536000000000001,0.20368,0.24904,160.8729248046875,139.25196838378906,131.13604736328125,0.6279579316389132,0.8672217353198949,0.8730964467005076,0.06488750129938126,0.1504,0.8816,0.28267600000000004
